[Tue Oct 14 11:55:16 PDT 2025] Running PartyScene_832x480_50 mode=PSNR lambda=512
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 26.357355
Frame 8 PSNR = 26.033268
Frame 15 PSNR = 28.59574
Frame 16 PSNR = 27.521511
Frame 17 PSNR = 26.822742
Frame 18 PSNR = 26.409157
Frame 19 PSNR = 26.08946
Frame 20 PSNR = 25.855482
Frame 27 PSNR = 32.63190860716871
Frame 26 PSNR = 28.47033
Frame 25 PSNR = 27.38605
Frame 24 PSNR = 26.946287
Frame 23 PSNR = 26.577839
Frame 22 PSNR = 26.191977
Frame 21 PSNR = 25.883253
Frame 28 PSNR = 28.578888
Frame 29 PSNR = 27.680876
Frame 30 PSNR = 27.220564
Frame 31 PSNR = 26.972214
Frame 32 PSNR = 26.84936
Frame 33 PSNR = 26.623348
Frame 40 PSNR = 32.90102590423491
Frame 39 PSNR = 30.014051
Frame 38 PSNR = 29.474743
Frame 37 PSNR = 28.653502
Frame 36 PSNR = 27.905945
Frame 35 PSNR = 27.250814
Frame 34 PSNR = 26.749674
Frame 41 PSNR = 29.86572
Frame 42 PSNR = 29.295298
Frame 43 PSNR = 28.804937
Frame 44 PSNR = 28.327572
Frame 45 PSNR = 27.932058
Frame 46 PSNR = 27.536299
Frame 53 PSNR = 32.59051703665493
Frame 52 PSNR = 29.236511
Frame 51 PSNR = 28.613192
Frame 50 PSNR = 28.13935
Frame 49 PSNR = 27.692842
Frame 48 PSNR = 27.402746
Frame 47 PSNR = 27.180466
Frame 54 PSNR = 29.04833
Frame 55 PSNR = 28.254293
Frame 56 PSNR = 27.758722
Frame 57 PSNR = 27.46653
Frame 58 PSNR = 27.159266
Frame 59 PSNR = 26.889101
Frame 66 PSNR = 32.595794149662986
Frame 65 PSNR = 29.213371
Frame 64 PSNR = 28.378326
Frame 63 PSNR = 27.924812
Frame 62 PSNR = 27.541677
Frame 61 PSNR = 27.210503
Frame 60 PSNR = 26.811504
Frame 67 PSNR = 29.19814
Frame 68 PSNR = 28.452286
Frame 69 PSNR = 28.025072
Frame 70 PSNR = 27.724882
Frame 71 PSNR = 27.544756
Frame 72 PSNR = 27.322147
Frame 79 PSNR = 32.780725771016044
Frame 78 PSNR = 29.931812
Frame 77 PSNR = 29.274567
Frame 76 PSNR = 28.63861
Frame 75 PSNR = 28.105846
Frame 74 PSNR = 27.70893
Frame 73 PSNR = 27.238325
Frame 80 PSNR = 29.917185
Frame 81 PSNR = 29.3309
Frame 82 PSNR = 28.85744
Frame 83 PSNR = 28.508047
Frame 84 PSNR = 28.161068
Frame 85 PSNR = 27.795357
Frame 92 PSNR = 32.82786243214265
Frame 91 PSNR = 30.029608
Frame 90 PSNR = 29.408772
Frame 89 PSNR = 28.959518
Frame 88 PSNR = 28.531946
Frame 87 PSNR = 28.185299
Frame 86 PSNR = 27.825949
Frame 93 PSNR = 29.833727
Frame 94 PSNR = 29.08596
Frame 95 PSNR = 28.457531
Frame 96 PSNR = 27.810957
Frame 97 PSNR = 27.322096
Frame 98 PSNR = 27.003462
Frame 99 PSNR = 26.913467
Frame 100 PSNR = 26.758308
Average PSNR: 28.355807485472795
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 120
Frame 4 mv_bits = 31416
Frame 5 mv_bits = 6856
Frame 6 mv_bits = 6120
Frame 7 mv_bits = 5952
Frame 12 mv_bits = 6912
Frame 11 mv_bits = 5808
Frame 10 mv_bits = 5744
Frame 9 mv_bits = 5672
Frame 8 mv_bits = 5624
Frame 16 mv_bits = 7048
Frame 17 mv_bits = 5856
Frame 18 mv_bits = 5936
Frame 19 mv_bits = 5896
Frame 20 mv_bits = 5848
Frame 25 mv_bits = 6968
Frame 24 mv_bits = 6024
Frame 23 mv_bits = 5776
Frame 22 mv_bits = 5752
Frame 21 mv_bits = 5592
Frame 29 mv_bits = 6944
Frame 30 mv_bits = 5920
Frame 31 mv_bits = 5944
Frame 32 mv_bits = 6040
Frame 33 mv_bits = 5744
Frame 38 mv_bits = 6144
Frame 37 mv_bits = 5528
Frame 36 mv_bits = 5272
Frame 35 mv_bits = 5520
Frame 34 mv_bits = 5768
Frame 42 mv_bits = 6232
Frame 43 mv_bits = 5320
Frame 44 mv_bits = 4864
Frame 45 mv_bits = 5008
Frame 46 mv_bits = 5080
Frame 51 mv_bits = 6448
Frame 50 mv_bits = 5352
Frame 49 mv_bits = 5520
Frame 48 mv_bits = 5320
Frame 47 mv_bits = 5152
Frame 55 mv_bits = 6536
Frame 56 mv_bits = 5584
Frame 57 mv_bits = 5336
Frame 58 mv_bits = 5000
Frame 59 mv_bits = 5040
Frame 64 mv_bits = 6488
Frame 63 mv_bits = 5368
Frame 62 mv_bits = 5120
Frame 61 mv_bits = 5328
Frame 60 mv_bits = 5280
Frame 68 mv_bits = 6208
Frame 69 mv_bits = 5272
Frame 70 mv_bits = 5096
Frame 71 mv_bits = 5200
Frame 72 mv_bits = 5120
Frame 77 mv_bits = 6216
Frame 76 mv_bits = 5352
Frame 75 mv_bits = 5184
Frame 74 mv_bits = 5208
Frame 73 mv_bits = 5000
Frame 81 mv_bits = 6160
Frame 82 mv_bits = 5264
Frame 83 mv_bits = 5032
Frame 84 mv_bits = 4928
Frame 85 mv_bits = 4960
Frame 90 mv_bits = 5832
Frame 89 mv_bits = 5296
Frame 88 mv_bits = 5264
Frame 87 mv_bits = 5056
Frame 86 mv_bits = 4952
Frame 94 mv_bits = 5896
Frame 95 mv_bits = 5184
Frame 96 mv_bits = 5016
Frame 97 mv_bits = 4968
Frame 98 mv_bits = 5192
Frame 99 mv_bits = 6856
Frame 100 mv_bits = 6416
Frame 3 res_bits = 1952
Frame 4 res_bits = 73536
Frame 5 res_bits = 34464
Frame 6 res_bits = 26568
Frame 7 res_bits = 21696
Frame 12 res_bits = 29032
Frame 11 res_bits = 29688
Frame 10 res_bits = 28512
Frame 9 res_bits = 26256
Frame 8 res_bits = 21760
Frame 16 res_bits = 29624
Frame 17 res_bits = 28936
Frame 18 res_bits = 28040
Frame 19 res_bits = 25056
Frame 20 res_bits = 21272
Frame 25 res_bits = 29344
Frame 24 res_bits = 28016
Frame 23 res_bits = 26600
Frame 22 res_bits = 24880
Frame 21 res_bits = 20728
Frame 29 res_bits = 28192
Frame 30 res_bits = 27496
Frame 31 res_bits = 25376
Frame 32 res_bits = 22832
Frame 33 res_bits = 19080
Frame 38 res_bits = 21280
Frame 37 res_bits = 30184
Frame 36 res_bits = 23784
Frame 35 res_bits = 21648
Frame 34 res_bits = 19744
Frame 42 res_bits = 20792
Frame 43 res_bits = 20280
Frame 44 res_bits = 18592
Frame 45 res_bits = 16688
Frame 46 res_bits = 14304
Frame 51 res_bits = 23848
Frame 50 res_bits = 22888
Frame 49 res_bits = 21800
Frame 48 res_bits = 19768
Frame 47 res_bits = 14792
Frame 55 res_bits = 24432
Frame 56 res_bits = 23792
Frame 57 res_bits = 22656
Frame 58 res_bits = 20048
Frame 59 res_bits = 15936
Frame 64 res_bits = 24520
Frame 63 res_bits = 23504
Frame 62 res_bits = 23160
Frame 61 res_bits = 20768
Frame 60 res_bits = 16640
Frame 68 res_bits = 25504
Frame 69 res_bits = 23352
Frame 70 res_bits = 21512
Frame 71 res_bits = 18944
Frame 72 res_bits = 14752
Frame 77 res_bits = 22968
Frame 76 res_bits = 22472
Frame 75 res_bits = 22256
Frame 74 res_bits = 19752
Frame 73 res_bits = 15840
Frame 81 res_bits = 21888
Frame 82 res_bits = 21704
Frame 83 res_bits = 19768
Frame 84 res_bits = 16448
Frame 85 res_bits = 13552
Frame 90 res_bits = 21032
Frame 89 res_bits = 20840
Frame 88 res_bits = 19480
Frame 87 res_bits = 17408
Frame 86 res_bits = 14016
Frame 94 res_bits = 23496
Frame 95 res_bits = 21528
Frame 96 res_bits = 21312
Frame 97 res_bits = 19536
Frame 98 res_bits = 17200
Frame 99 res_bits = 52056
Frame 100 res_bits = 27088
Average bpp: 0.1850899439102564
